age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
23, Private,9, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
46, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,36, United-States, <=50K
58, Private,12, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,35, Poland, <=50K
29, Private,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K
43, Private,13, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
48, Private,11, Divorced, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
20, Private,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
56, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
27, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
56, Private,9, Married-civ-spouse, Sales, Wife, White, Female,50, United-States, <=50K
44, Private,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K
28, Private,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
25, Private,9, Never-married, Sales, Not-in-family, White, Female,35, United-States, <=50K
51, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
46, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Germany, <=50K
60, Private,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
46, Private,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
61, Private,9, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
33, Self-emp-not-inc,12, Divorced, Sales, Not-in-family, White, Male,40, United-States, <=50K
41, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
27, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
67, Private,12, Divorced, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
46, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
29, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
37, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
56, Private,9, Divorced, Other-service, Unmarried, Black, Female,40, Jamaica, <=50K
40, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,45, United-States, <=50K
33, Private,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
24, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
38, Private,10, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,36, United-States, <=50K
18, Private,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
55, Self-emp-not-inc,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
58, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Portugal, <=50K
26, Private,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
56, Private,9, Divorced, Transport-moving, Unmarried, White, Female,35, United-States, <=50K
38, Private,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,45, United-States, <=50K
43, Private,14, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K
58, Private,10, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K
39, Private,3, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K
32, Self-emp-not-inc,10, Never-married, Other-service, Not-in-family, White, Male,50, United-States, <=50K
65, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
72, Private,3, Married-civ-spouse, Other-service, Husband, Black, Male,36, United-States, <=50K
44, Local-gov,11, Divorced, Protective-serv, Own-child, White, Female,40, Cuba, <=50K
38, Private,9, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
24, Private,13, Never-married, Exec-managerial, Own-child, Black, Female,40, United-States, <=50K
29, Federal-gov,9, Divorced, Adm-clerical, Not-in-family, Other, Male,45, United-States, <=50K
20, Private,10, Never-married, Transport-moving, Own-child, White, Male,35, United-States, <=50K
37, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
58, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
28, Private,7, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
56, State-gov,9, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, United-States, <=50K
31, Private,12, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
47, Private,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
35, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
43, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
59, Federal-gov,9, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
26, Local-gov,13, Never-married, Prof-specialty, Own-child, Black, Female,42, United-States, <=50K
34, Private,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Guatemala, <=50K
34, Private,11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K
52, Private,11, Separated, Other-service, Unmarried, White, Female,35, United-States, <=50K
24, Private,9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, United-States, <=50K
53, Private,13, Divorced, Sales, Not-in-family, White, Male,45, United-States, <=50K
53, Private,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
28, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
25, Private,5, Never-married, Machine-op-inspct, Other-relative, White, Male,48, Mexico, <=50K
56, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
29, Private,12, Divorced, Craft-repair, Unmarried, White, Female,38, United-States, <=50K
32, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
62, Local-gov,9, Widowed, Other-service, Not-in-family, White, Female,40, Canada, <=50K
29, State-gov,10, Never-married, Prof-specialty, Not-in-family, White, Male,35, United-States, <=50K
65, Private,9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, South, <=50K
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
29, State-gov,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
60, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
56, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
47, Private,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
46, Private,10, Never-married, Adm-clerical, Own-child, Black, Female,36, United-States, <=50K
34, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
32, Private,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K
21, Private,10, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
29, Private,7, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K
33, Private,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,35, United-States, <=50K
59, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
32, Private,6, Never-married, Craft-repair, Other-relative, White, Male,45, United-States, <=50K
17, Private,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
21, Private,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
37, Private,13, Never-married, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
23, Private,13, Never-married, Protective-serv, Own-child, White, Male,50, United-States, <=50K
30, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
37, Self-emp-not-inc,7, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
31, Federal-gov,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
47, Private,7, Never-married, Other-service, Own-child, White, Female,45, United-States, <=50K
59, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
28, Private,10, Never-married, Sales, Not-in-family, Other, Male,40, India, <=50K
30, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
51, Private,7, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,35, United-States, <=50K
20, Private,9, Never-married, Transport-moving, Other-relative, White, Male,40, United-States, <=50K
27, Private,4, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, <=50K
38, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
38, Private,10, Divorced, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
24, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private,13, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
59, Private,9, Separated, Other-service, Not-in-family, White, Female,40, United-States, <=50K
60, Private,10, Divorced, Sales, Not-in-family, White, Female,48, United-States, <=50K
37, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
57, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
46, Private,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
38, Private,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
26, Private,9, Never-married, Other-service, Unmarried, Black, Male,40, United-States, <=50K
61, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
42, Private,8, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
28, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
30, State-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
29, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
24, Private,10, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,35, United-States, <=50K
27, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
44, Private,9, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
20, Private,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
26, Private,9, Never-married, Other-service, Other-relative, Black, Female,40, United-States, <=50K
38, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
40, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, El-Salvador, <=50K
30, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
38, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
51, Local-gov,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
44, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
25, Local-gov,10, Never-married, Adm-clerical, Own-child, Black, Female,35, United-States, <=50K
38, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
54, Private,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
32, State-gov,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
42, Private,12, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
28, Private,10, Never-married, Adm-clerical, Not-in-family, White, Male,44, United-States, <=50K
39, Private,14, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
18, Private,9, Never-married, Sales, Own-child, White, Female,38, United-States, <=50K
35, Private,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
40, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
44, Local-gov,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
36, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
46, Private,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,52, United-States, <=50K
30, Federal-gov,10, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
38, Private,10, Married-spouse-absent, Other-service, Unmarried, White, Female,36, Peru, <=50K
26, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
26, Private,6, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
36, Private,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
33, Local-gov,9, Divorced, Transport-moving, Not-in-family, White, Female,35, United-States, <=50K
54, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K
53, Private,10, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
39, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
47, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,36, United-States, <=50K
51, Private,9, Widowed, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
52, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
56, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, <=50K
49, Self-emp-not-inc,4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
28, State-gov,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
20, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Male,45, United-States, <=50K
51, Private,13, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
42, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K
37, Self-emp-not-inc,12, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States, <=50K
54, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
22, Private,13, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
50, State-gov,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,52, United-States, <=50K
44, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
46, Private,6, Divorced, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
37, Self-emp-not-inc,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
40, Private,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,40, United-States, <=50K
41, Private,9, Separated, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
19, Local-gov,9, Divorced, Exec-managerial, Not-in-family, White, Female,35, United-States, <=50K
42, Private,9, Separated, Craft-repair, Unmarried, Black, Female,40, United-States, <=50K
28, Self-emp-inc,9, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
37, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
67, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
42, Private,11, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
18, Private,9, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
47, Private,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States, <=50K
24, State-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
57, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
37, Private,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
42, Private,9, Separated, Sales, Unmarried, White, Female,40, United-States, <=50K
42, Private,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
49, Private,13, Divorced, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
51, Private,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
28, Self-emp-not-inc,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
30, State-gov,10, Never-married, Adm-clerical, Not-in-family, White, Female,37, United-States, <=50K
19, Private,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,35, United-States, <=50K
20, Private,6, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
28, Private,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
26, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Poland, <=50K
40, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
24, Self-emp-inc,13, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
30, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
35, Private,7, Married-civ-spouse, Sales, Husband, White, Male,35, United-States, <=50K
61, Private,9, Widowed, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
47, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
40, Private,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
33, State-gov,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
54, Local-gov,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
24, Private,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States, <=50K
46, Private,10, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
31, Private,9, Never-married, Machine-op-inspct, Own-child, Black, Male,40, United-States, <=50K
23, Local-gov,13, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
36, Federal-gov,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
45, Self-emp-not-inc,10, Separated, Sales, Unmarried, White, Male,50, United-States, <=50K
38, Private,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
40, Private,13, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
45, State-gov,9, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
65, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
46, Private,10, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
47, Local-gov,11, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, Private,9, Separated, Other-service, Unmarried, White, Female,40, United-States, <=50K
38, Private,10, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
25, Private,9, Never-married, Other-service, Own-child, White, Male,40, El-Salvador, <=50K
26, Private,13, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
24, Private,10, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
34, Local-gov,9, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
56, State-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
28, Private,9, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
47, Private,11, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,40, United-States, <=50K
41, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
26, Private,10, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
47, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Dominican-Republic, <=50K
46, Private,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,50, United-States, <=50K
28, Private,9, Divorced, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
19, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
37, Private,14, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
44, State-gov,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
30, Private,10, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
41, Local-gov,13, Divorced, Protective-serv, Unmarried, White, Female,40, United-States, <=50K
21, Private,10, Never-married, Sales, Other-relative, White, Male,40, United-States, <=50K
31, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
39, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, <=50K
25, Private,7, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
22, Private,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
50, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
62, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
49, Private,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
32, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
62, Local-gov,4, Widowed, Other-service, Not-in-family, Black, Female,35, United-States, <=50K
20, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,43, United-States, <=50K
35, Private,10, Separated, Exec-managerial, Own-child, Black, Female,40, United-States, <=50K
42, Private,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
51, State-gov,13, Widowed, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
31, Private,13, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K
31, Private,9, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
43, Private,9, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
45, Local-gov,9, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
30, Private,5, Never-married, Farming-fishing, Other-relative, Black, Male,40, United-States, <=50K
20, Private,9, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
52, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,36, United-States, <=50K
27, Private,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
30, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K
33, Private,11, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
41, Private,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,48, United-States, <=50K
28, Private,15, Never-married, Prof-specialty, Not-in-family, Black, Male,50, United-States, <=50K
20, Private,10, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
50, Private,9, Separated, Other-service, Unmarried, White, Female,45, United-States, <=50K
50, State-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Puerto-Rico, <=50K
38, Private,12, Divorced, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
28, Private,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
30, Private,5, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
32, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
27, Private,15, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
34, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
41, Private,10, Never-married, Transport-moving, Not-in-family, Black, Male,43, United-States, <=50K
36, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
33, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
50, Private,9, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
30, Self-emp-not-inc,11, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
31, Private,11, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
25, Private,13, Never-married, Tech-support, Not-in-family, White, Female,50, United-States, <=50K
42, Private,9, Divorced, Tech-support, Unmarried, White, Female,36, United-States, <=50K
40, Private,9, Divorced, Transport-moving, Unmarried, White, Male,45, United-States, <=50K
17, Self-emp-inc,6, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
49, Local-gov,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
21, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
50, Local-gov,10, Divorced, Other-service, Unmarried, Black, Female,40, United-States, <=50K
40, Private,6, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
24, Self-emp-not-inc,9, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
62, Local-gov,10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
45, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,35, United-States, <=50K
47, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
34, Private,9, Divorced, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K
39, Private,11, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
41, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
22, Private,13, Never-married, Sales, Not-in-family, White, Female,45, United-States, <=50K
34, Local-gov,10, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K
51, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
38, Private,13, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
43, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
34, Local-gov,14, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,40, United-States, <=50K
30, Private,9, Separated, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
42, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
51, Self-emp-not-inc,9, Divorced, Sales, Not-in-family, White, Female,44, United-States, <=50K
24, Private,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
29, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Puerto-Rico, <=50K
19, Private,10, Never-married, Machine-op-inspct, Own-child, White, Female,35, United-States, <=50K
45, Self-emp-inc,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Sales, Wife, White, Female,36, United-States, <=50K
36, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K
18, Private,7, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
45, Private,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
47, Local-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,44, United-States, <=50K
18, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
49, Private,9, Divorced, Sales, Not-in-family, White, Female,36, United-States, <=50K
48, Private,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,45, United-States, <=50K
37, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,46, United-States, <=50K
22, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
49, Private,9, Divorced, Sales, Own-child, White, Female,40, United-States, <=50K
39, Private,12, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
