"age","workclass","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income"
36," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K"
42," Private",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K"
38," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
45," Private",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
23," State-gov",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
28," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K"
20," Private",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K"
28," Private",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K"
22," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K"
22," Private",10," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K"
38," Private",11," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
40," Private",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K"
24," Private",10," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K"
25," Private",11," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
41," Private",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K"
48," Private",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
27," Self-emp-inc",9," Never-married"," Sales"," Not-in-family"," White"," Male",50," United-States"," <=50K"
50," State-gov",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
34," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Mexico"," <=50K"
35," Private",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," United-States"," <=50K"
24," Self-emp-not-inc",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",35," United-States"," <=50K"
41," Private",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K"
56," Self-emp-not-inc",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
52," Private",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," United-States"," <=50K"
26," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",45," United-States"," <=50K"
35," Private",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
37," Private",9," Divorced"," Sales"," Unmarried"," White"," Female",40," United-States"," <=50K"
49," Private",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
30," Private",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K"
23," Private",10," Never-married"," Sales"," Own-child"," White"," Female",40," United-States"," <=50K"
61," Self-emp-not-inc",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
26," Private",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
57," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
35," Private",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",45," United-States"," <=50K"
21," Private",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," United-States"," <=50K"
48," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
55," Private",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
23," Private",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
50," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
40," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
55," Private",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
23," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," <=50K"
23," Private",10," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K"
27," Private",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
34," Private",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
24," Private",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K"
42," Private",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",9," Never-married"," Sales"," Not-in-family"," White"," Female",35," United-States"," <=50K"
51," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K"
48," Private",6," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," United-States"," <=50K"
26," State-gov",10," Never-married"," Protective-serv"," Own-child"," White"," Male",40," United-States"," <=50K"
28," Private",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
48," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," <=50K"
28," Private",13," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K"
38," Self-emp-inc",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
37," Self-emp-inc",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," <=50K"
30," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," <=50K"
20," Private",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," United-States"," <=50K"
30," Private",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
35," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
33," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," United-States"," <=50K"
50," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
43," State-gov",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
21," Private",10," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K"
32," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
30," Private",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," United-States"," <=50K"
55," Private",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Mexico"," <=50K"
59," Private",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
46," Private",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
22," Private",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K"
26," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",50," United-States"," <=50K"
25," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
43," Private",10," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K"
25," Private",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K"
22," Private",10," Never-married"," Tech-support"," Own-child"," White"," Male",40," United-States"," <=50K"
25," Private",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," United-States"," <=50K"
44," Private",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",40," United-States"," <=50K"
32," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K"
28," Private",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",50," United-States"," <=50K"
44," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
46," Private",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
64," Private",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K"
43," Private",6," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",40," United-States"," <=50K"
25," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",48," United-States"," <=50K"
35," Private",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
41," Private",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
32," Private",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
52," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
36," Private",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",35," United-States"," <=50K"
26," Private",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
40," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
34," Private",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," United-States"," <=50K"
20," Private",10," Never-married"," Other-service"," Own-child"," White"," Female",40," United-States"," <=50K"
30," Private",12," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," United-States"," <=50K"
56," Private",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," <=50K"
35," Private",10," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K"
28," Private",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K"
24," Private",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K"
46," Private",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
38," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
38," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
51," Private",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," <=50K"
22," Private",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",35," United-States"," <=50K"
24," Private",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",44," United-States"," <=50K"
55," Private",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," <=50K"
33," Private",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K"
19," Private",7," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," United-States"," <=50K"
28," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Female",46," United-States"," <=50K"
32," Private",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K"
34," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
26," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K"
24," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Male",35," United-States"," <=50K"
49," Local-gov",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K"
29," Private",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K"
56," Self-emp-not-inc",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
30," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
27," Private",13," Never-married"," Sales"," Not-in-family"," White"," Male",45," United-States"," <=50K"
46," Private",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K"
20," Private",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K"
31," Private",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K"
29," Private",9," Never-married"," Transport-moving"," Own-child"," White"," Male",40," United-States"," <=50K"
25," Private",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",40," United-States"," <=50K"
25," Local-gov",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
42," Private",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
19," Private",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",50," United-States"," <=50K"
54," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
45," Private",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
38," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
47," Private",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",40," United-States"," <=50K"
26," Private",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
26," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",45," United-States"," <=50K"
19," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
44," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
57," Private",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
31," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K"
39," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," <=50K"
24," Local-gov",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",50," United-States"," <=50K"
51," Private",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
24," Local-gov",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
29," Private",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," United-States"," <=50K"
43," Private",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
49," Private",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
31," Private",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
26," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
23," Private",10," Never-married"," Other-service"," Own-child"," White"," Female",40," United-States"," <=50K"
37," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
21," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
21," Private",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K"
46," Private",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",10," Never-married"," Machine-op-inspct"," Own-child"," Black"," Male",40," United-States"," <=50K"
33," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",13," Never-married"," Exec-managerial"," Unmarried"," White"," Male",40," United-States"," <=50K"
59," Private",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
20," Private",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," United-States"," <=50K"
26," Private",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
59," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
22," Private",9," Never-married"," Other-service"," Unmarried"," White"," Female",40," United-States"," <=50K"
32," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
56," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
27," Private",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
59," Private",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K"
26," Private",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K"
48," Private",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K"
38," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
27," Private",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
30," Local-gov",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K"
48," Private",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K"
23," Private",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K"
27," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
28," Private",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
21," Private",10," Never-married"," Other-service"," Own-child"," White"," Female",35," United-States"," <=50K"
27," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K"
24," Private",9," Never-married"," Sales"," Own-child"," White"," Male",40," United-States"," <=50K"
29," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K"
22," Private",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," <=50K"
44," Self-emp-not-inc",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K"
46," Private",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K"
26," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
40," Federal-gov",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," United-States"," <=50K"
41," Private",9," Divorced"," Sales"," Unmarried"," White"," Female",40," United-States"," <=50K"
28," Local-gov",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," <=50K"
51," Self-emp-not-inc",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
31," Private",9," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," United-States"," <=50K"
48," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
39," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
54," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
27," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
34," Private",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K"
21," Private",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K"
42," Private",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K"
43," Private",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
46," Private",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K"
18," Private",9," Never-married"," Sales"," Own-child"," White"," Female",40," United-States"," <=50K"
34," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
31," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K"
30," Private",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K"
24," Private",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K"
43," Private",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
32," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
44," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
56," Self-emp-not-inc",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," <=50K"
34," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K"
52," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
36," Private",13," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
40," Private",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K"
66," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K"
41," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," United-States"," <=50K"
29," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
22," Private",10," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K"
33," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," United-States"," <=50K"
23," Private",13," Never-married"," Sales"," Not-in-family"," White"," Female",45," United-States"," <=50K"
28," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," <=50K"
40," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
33," Private",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
48," Private",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
37," Private",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",9," Never-married"," Sales"," Own-child"," White"," Male",40," United-States"," <=50K"
27," Private",9," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",40," United-States"," <=50K"
27," Private",13," Never-married"," Sales"," Own-child"," White"," Male",40," United-States"," <=50K"
36," Private",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K"
49," Self-emp-not-inc",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K"
51," Self-emp-not-inc",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
35," Private",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K"
27," Private",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",35," Ireland"," <=50K"
34," Private",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K"
41," Private",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," United-States"," <=50K"
36," Local-gov",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
33," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
49," Private",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K"
24," Private",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," United-States"," <=50K"
31," State-gov",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
46," Private",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
59," Private",9," Divorced"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K"
30," Private",10," Never-married"," Sales"," Not-in-family"," White"," Male",45," United-States"," <=50K"
27," Private",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K"
21," Private",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",35," United-States"," <=50K"
26," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," <=50K"
38," Federal-gov",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K"
41," Private",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K"
51," Private",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," <=50K"
37," Private",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K"
35," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
29," Private",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",40," United-States"," <=50K"
38," Private",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K"
23," Private",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," United-States"," <=50K"
25," Private",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K"
32," Private",10," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",40," United-States"," <=50K"
20," Private",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",35," United-States"," <=50K"
29," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
30," Private",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K"
38," Private",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K"
51," Self-emp-not-inc",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," <=50K"
39," Local-gov",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," <=50K"
56," Private",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," <=50K"
34," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," Germany"," <=50K"
23," Private",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," United-States"," <=50K"
24," Private",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K"
19," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K"
25," Private",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K"
25," Private",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," United-States"," <=50K"
31," Private",9," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K"
27," Private",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",40," United-States"," <=50K"
28," Private",13," Never-married"," Other-service"," Not-in-family"," White"," Female",50," United-States"," <=50K"
26," Private",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K"
41," Private",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K"
