age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
59, Private,144092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,1366120, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
23, Private,275818, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,1974,40, United-States, <=50K
31, Private,101761, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States, <=50K
20, Private,447488, 9th,5, Never-married, Other-service, Unmarried, White, Male,0,0,30, Mexico, <=50K
29, Private,179565, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,206351, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov,145112, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,43, United-States, <=50K
82, Private,152148, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,2, United-States, <=50K
52, Private,267583, 10th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-inc,215395, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private,35429, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private,157541, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,87569, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,1762,40, United-States, <=50K
45, Local-gov,170099, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,379246, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,56480, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,1, United-States, <=50K
50, Private,130780, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private,187560, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908,0,40, United-States, <=50K
39, Private,290922, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,109112, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
29, Private,183627, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,101150, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,41, United-States, <=50K
57, Private,201232, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,30, United-States, <=50K
45, Local-gov,339681, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,45, United-States, <=50K
53, Private,539864, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
39, Private,301867, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Philippines, <=50K
39, Private,269186, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc,117963, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,240763, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private,544686, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,2907,0,40, Nicaragua, <=50K
70, Private,35494, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
37, Private,178877, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
21, Private,346693, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private,140559, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,479611, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Local-gov,398397, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,211253, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,22245, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
63, Private,458609, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,3674,0,30, United-States, <=50K
22, Private,169188, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private,237478, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private,121650, 5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
24, Private,204172, Bachelors,13, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private,253801, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
70, Local-gov,111712, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22, United-States, <=50K
44, Private,370502, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Mexico, <=50K
30, Private,267281, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private,604537, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
27, Local-gov,177072, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Male,0,0,16, United-States, <=50K
31, Private,199883, 12th,8, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,173611, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,329172, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private,301369, 12th,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private,53147, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,37, United-States, <=50K
41, Self-emp-not-inc,251305, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
71, Private,345339, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,28, United-States, <=50K
33, Private,152591, Some-college,10, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private,252947, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1719,32, United-States, <=50K
28, Private,39232, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private,200318, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
44, Private,201908, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, United-States, <=50K
65, Private,155632, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
19, State-gov,431745, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private,102953, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov,371373, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,37284, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,148429, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,133584, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
84, Private,65478, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, England, <=50K
62, State-gov,198686, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,202606, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private,264968, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,162327, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
19, Private,426589, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private,295591, 5th-6th,3, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
60, Private,243829, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private,214678, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private,141029, HS-grad,9, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private,78529, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
47, Private,359461, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,56150, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private,202729, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
43, Private,222635, 11th,7, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
43, Self-emp-inc,34218, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,163911, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private,81010, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private,179468, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,201799, Bachelors,13, Never-married, Transport-moving, Own-child, White, Female,0,0,84, United-States, <=50K
32, Local-gov,87310, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,41, United-States, <=50K
32, Private,249550, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
31, Local-gov,323829, HS-grad,9, Divorced, Protective-serv, Other-relative, White, Male,0,0,45, United-States, <=50K
33, Private,129529, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, State-gov,176185, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private,132529, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,168470, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc,260454, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
49, Private,110015, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
29, Private,184806, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private,321031, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private,210781, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, France, <=50K
32, Federal-gov,402361, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,109959, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
18, Private,170183, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private,484861, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,38, United-States, <=50K
37, Self-emp-inc,199265, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,241951, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private,52262, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,326352, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private,125591, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc,99199, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,161708, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
31, Private,185732, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private,352248, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Federal-gov,207887, Bachelors,13, Divorced, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, <=50K
49, Local-gov,159726, 11th,7, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private,64479, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,47, United-States, <=50K
27, Private,310850, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,201122, HS-grad,9, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,204621, Assoc-acdm,12, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private,359367, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,69927, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,16, United-States, <=50K
28, Private,55360, HS-grad,9, Never-married, Sales, Other-relative, Black, Male,0,0,40, United-States, <=50K
40, Private,224799, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
47, Private,133969, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2885,0,65, Japan, <=50K
33, Private,186884, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private,193477, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
20, Private,184756, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
36, Private,162302, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private,220690, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,33, United-States, <=50K
29, Private,168221, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,186269, HS-grad,9, Never-married, Other-service, Own-child, White, Male,2907,0,35, United-States, <=50K
19, Private,150073, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
21, Private,72593, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,141876, HS-grad,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private,29106, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
31, Local-gov,128016, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,200220, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,336167, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,30, United-States, <=50K
20, Private,164775, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala, <=50K
24, Private,122166, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
24, Private,113466, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,172129, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,57366, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private,192337, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc,49156, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
26, Private,130018, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private,211517, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,110663, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Local-gov,255454, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-inc,213008, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private,174343, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,188644, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Mexico, <=50K
71, Private,200418, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,229826, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Local-gov,22641, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private,117210, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,36, United-States, <=50K
30, State-gov,127610, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,142038, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, United-States, <=50K
27, Local-gov,199471, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,38, United-States, <=50K
21, Private,215039, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private,113443, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Private,342121, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private,179314, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,200374, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
49, Local-gov,304246, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,70, United-States, <=50K
47, Private,192984, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,94235, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25, Private,55360, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private,206833, HS-grad,9, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,45, United-States, <=50K
43, State-gov,52849, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,256202, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private,105585, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private,188669, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
28, Private,31778, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private,351760, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private,44793, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
58, Private,170608, 10th,6, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc,38876, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
43, Private,40024, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
25, Private,152165, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,121966, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private,203061, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, Private,145439, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Other, Male,4064,0,40, Mexico, <=50K
38, Private,143123, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov,109972, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
29, Private,244246, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Poland, <=50K
57, State-gov,250976, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,179668, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Scotland, <=50K
31, Private,91666, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private,393945, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,36, United-States, <=50K
25, Private,254746, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,416415, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private,180052, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
34, Self-emp-not-inc,100079, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,55, India, <=50K
43, Federal-gov,95902, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc,317253, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
27, Private,113054, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
27, Private,78529, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,15, United-States, <=50K
37, State-gov,111275, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,161708, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private,167472, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Federal-gov,255191, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1408,40, United-States, <=50K
17, Private,327127, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private,77581, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,33002, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
21, Private,117476, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,154641, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,86, United-States, <=50K
22, Private,151790, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, Germany, <=50K
41, Self-emp-not-inc,190290, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,148626, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,123157, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,38, United-States, <=50K
23, Private,237432, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private,47178, 5th-6th,3, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov,298885, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, State-gov,30824, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,267663, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private,63577, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
21, Private,234108, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private,472411, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,388252, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private,57916, HS-grad,9, Separated, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc,173631, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
31, Private,500002, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico, <=50K
24, Private,67222, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, China, <=50K
60, Private,128367, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,3325,0,42, United-States, <=50K
56, Private,246687, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Local-gov,84119, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,217530, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private,154940, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Local-gov,218382, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Private,190384, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
27, Private,244315, HS-grad,9, Divorced, Craft-repair, Other-relative, Other, Male,0,0,40, United-States, <=50K
49, Private,182313, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov,139296, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private,473133, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private,427952, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,270436, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private,87205, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Self-emp-not-inc,83812, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private,142061, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private,42251, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc,171355, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,0,0,55, United-States, <=50K
37, Private,222450, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
64, Private,231619, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,21, United-States, <=50K
